"chemical_ID","Confidence","score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","ISgroup","mean_int_vec","MD"
"HMDB31547",3,26470.5882352941,"4_1",130.06939,499.8,"Multiple",NA,NA,"L-Cyclo(alanylglycyl)","C5H8N2O2","-","M+H_[+1]","ISgroup_4_13_7",2488997.50243902,0.0693899999999985
"HMDB31547",3,26470.5882352941,"4_1",129.06603,500,"Multiple",129.06585,1.39,"L-Cyclo(alanylglycyl)","C5H8N2O2","128.05857751","M+H","ISgroup_4_13_7",53216568.1,0.066
"HMDB31521",3,26470.5882352941,"7_1",136.05083,493.5,"Multiple",NA,NA,"Ethyl 2-mercaptopropionate","C5H10O2S","-","M+H_[+1]","ISgroup_7_11_6",55716836.9292683,0.0508299999999906
"HMDB31521",3,26470.5882352941,"7_1",135.04747,493.3,"Multiple",135.04743,0.3,"Ethyl 2-mercaptopropionate","C5H10O2S","134.040150254","M+H","ISgroup_7_11_5",982305323.4,0.047
"HMDB31431",3,26732.6732673267,"7_1",120.09316,345.8,"Multiple",NA,NA,"Dipropyl sulfide","C6H14S","-","M+H_[+1]","ISgroup_7_9_10",4607122.92926829,0.0931599999999975
"HMDB31431",3,26732.6732673267,"7_1",120.09073,345.7,"Multiple",NA,NA,"Dipropyl sulfide","C6H14S","-","M+H_[+1]","ISgroup_7_9_10",17007829.6512195,0.0907299999999935
"HMDB31431",3,26732.6732673267,"7_1",119.08984,345.7,"Multiple",119.0889,7.89,"Dipropyl sulfide","C6H14S","118.081621138","M+H","ISgroup_7_9_9",241175605.3,0.09
"HMDB31321",3,25233.6448598132,"6_1",75.10045,542.8,"Multiple",NA,NA,"1-Butylamine","C4H11N","-","M+H_[+1]","ISgroup_6_36_11",3860452.78536585,0.100449999999995
"HMDB31321",3,25233.6448598132,"6_1",74.09709,542.1,"Multiple",74.09643,8.91,"1-Butylamine","C4H11N","73.089149357","M+H","ISgroup_6_36_10",90955588.2,0.097
"HMDB30967",3,23365.3846153847,"14_1",135.02364,788.9,"Unique",NA,NA,"246-Octatriynoic acid","C8H4O2","-","M+H_[+2]","ISgroup_14_1863_3",15522477.4268293,0.0236400000000003
"HMDB30967",3,23365.3846153847,"14_1",133.02782,789.3,"Unique",133.02841,4.44,"246-Octatriynoic acid","C8H4O2","132.021129372","M+H","ISgroup_14_1863_3",304993393,0.028
"HMDB30410",3,26732.6732673268,"7_1",145.10533,462.6,"Multiple",NA,NA,"L-2-Amino-3-methylenehexanoic acid","C7H13NO2","-","M+H_[+1]","ISgroup_7_11_11",2448448.66097561,0.105330000000009
"HMDB30410",3,26732.6732673268,"7_1",144.10198,462.7,"Multiple",144.1019,0.56,"L-2-Amino-3-methylenehexanoic acid","C7H13NO2","143.094628665","M+H","ISgroup_7_11_11",36882478.2,0.102
"HMDB29874",3,26470.5882352941,"4_1",130.06939,499.8,"Multiple",NA,NA,"Squamolone","C5H8N2O2","-","M+H_[+1]","ISgroup_4_13_7",2488997.50243902,0.0693899999999985
"HMDB29874",3,26470.5882352941,"4_1",129.06603,500,"Multiple",129.06585,1.39,"Squamolone","C5H8N2O2","128.05857751","M+H","ISgroup_4_13_7",53216568.1,0.066
"HMDB29806",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"Methyl nicotinate","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB29806",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"Methyl nicotinate","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB29806",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"Methyl nicotinate","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB29806",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"Methyl nicotinate","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB29806",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"Methyl nicotinate","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB29579",3,26732.6732673267,"7_1",120.09073,345.7,"Multiple",NA,NA,"Diisopropyl sulfide","C6H14S","-","M+H_[+1]","ISgroup_7_9_10",17007829.6512195,0.0907299999999935
"HMDB29579",3,26732.6732673267,"7_1",120.09316,345.8,"Multiple",NA,NA,"Diisopropyl sulfide","C6H14S","-","M+H_[+1]","ISgroup_7_9_10",4607122.92926829,0.0931599999999975
"HMDB29579",3,26732.6732673267,"7_1",119.08984,345.7,"Multiple",119.0889,7.89,"Diisopropyl sulfide","C6H14S","118.081621138","M+H","ISgroup_7_9_9",241175605.3,0.09
"HMDB29168",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"3-Aminocaproic acid","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB29082",3,23684.2105263158,"11_1",334.13284,607.5,"Multiple",NA,NA,"Tryptophyl-Glutamate","C16H18N3O5","-","M+H_[+1]","ISgroup_11_40_14",3300716.45365854,0.132839999999987
"HMDB29082",3,23684.2105263158,"11_1",333.12932,608.9,"Multiple",333.13192,7.8,"Tryptophyl-Glutamate","C16H18N3O5","332.124645701","M+H","ISgroup_11_40_13",23456754.2,0.129
"HMDB28830",3,23684.2105263158,"11_1",334.13284,607.5,"Multiple",NA,NA,"Glutamyl-Tryptophan","C16H18N3O5","-","M+H_[+1]","ISgroup_11_40_14",3300716.45365854,0.132839999999987
"HMDB28830",3,23684.2105263158,"11_1",333.12932,608.9,"Multiple",333.13192,7.8,"Glutamyl-Tryptophan","C16H18N3O5","332.124645701","M+H","ISgroup_11_40_13",23456754.2,0.129
"HMDB28687",3,25714.2857142857,"16_1",148.07983,599.6,"Multiple",NA,NA,"Alanyl-Glycine","C5H10N2O3","-","M+H_[+1]","ISgroup_16_12_8",3833957.0804878,0.079829999999987
"HMDB28687",3,25714.2857142857,"16_1",147.07646,599.1,"Multiple",147.07642,0.27,"Alanyl-Glycine","C5H10N2O3","146.069142196","M+H","ISgroup_16_12_8",75809094.2,0.076
"HMDB15687",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"Salicylamide","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB15687",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"Salicylamide","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB15687",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"Salicylamide","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB15687",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"Salicylamide","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB15687",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"Salicylamide","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB13773",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"D-Leucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB12136",3,49999.9999999999,"12_1",78.08062,312.3,"Multiple",NA,NA,"1-Amino-propan-2-ol","C3H9NO","-","M+H_[+2]","ISgroup_12_5_9",1743711.8902439,0.0806199999999961
"HMDB12136",3,49999.9999999999,"12_1",77.07338,312.2,"Multiple",NA,NA,"1-Amino-propan-2-ol","C3H9NO","-","M+H_[+1]","ISgroup_12_5_8",3376575.56829268,0.0733800000000002
"HMDB12136",3,49999.9999999999,"12_1",77.07968,312.8,"Multiple",NA,NA,"1-Amino-propan-2-ol","C3H9NO","-","M+H_[+1]","ISgroup_12_5_8",33970408.3804878,0.0796799999999962
"HMDB12136",3,49999.9999999999,"12_1",76.07633,313,"Multiple",76.07569,8.41,"1-Amino-propan-2-ol","C3H9NO","75.068413915","M+H","ISgroup_12_5_8",1012543957.1,0.076
"HMDB12136",3,49999.9999999999,"12_1",151.14419,312.8,"Multiple",151.1441,0.6,"1-Amino-propan-2-ol","C3H9NO","75.068413915","2M+H","ISgroup_12_5_15",159812030.7,0.144
"HMDB06899",3,25714.2857142857,"16_1",148.07983,599.6,"Multiple",NA,NA,"Alanylglycine","C5H10N2O3","-","M+H_[+1]","ISgroup_16_12_8",3833957.0804878,0.079829999999987
"HMDB06899",3,25714.2857142857,"16_1",147.07646,599.1,"Multiple",147.07642,0.27,"Alanylglycine","C5H10N2O3","146.069142196","M+H","ISgroup_16_12_8",75809094.2,0.076
"HMDB04827",3,26732.6732673268,"7_1",145.10533,462.6,"Multiple",NA,NA,"Proline betaine","C7H13NO2","-","M+H_[+1]","ISgroup_7_11_11",2448448.66097561,0.105330000000009
"HMDB04827",3,26732.6732673268,"7_1",144.10198,462.7,"Multiple",144.1019,0.56,"Proline betaine","C7H13NO2","143.094628665","M+H","ISgroup_7_11_11",36882478.2,0.102
"HMDB03640",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"Beta-Leucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB03423",3,25714.2857142857,"16_1",148.07983,599.6,"Multiple",NA,NA,"D-Glutamine","C5H10N2O3","-","M+H_[+1]","ISgroup_16_12_8",3833957.0804878,0.079829999999987
"HMDB03423",3,25714.2857142857,"16_1",147.07646,599.1,"Multiple",147.07642,0.27,"D-Glutamine","C5H10N2O3","146.069142196","M+H","ISgroup_16_12_8",75809094.2,0.076
"HMDB02031",3,25714.2857142857,"16_1",148.07983,599.6,"Multiple",NA,NA,"Ureidoisobutyric acid","C5H10N2O3","-","M+H_[+1]","ISgroup_16_12_8",3833957.0804878,0.079829999999987
"HMDB02031",3,25714.2857142857,"16_1",147.07646,599.1,"Multiple",147.07642,0.27,"Ureidoisobutyric acid","C5H10N2O3","146.069142196","M+H","ISgroup_16_12_8",75809094.2,0.076
"HMDB01901",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"Aminocaproic acid","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB01891",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"m-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB01891",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"m-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB01891",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"m-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB01891",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"m-Aminobenzoic acid","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB01891",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"m-Aminobenzoic acid","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB01645",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"L-Norleucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB01538",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"3-Pyridylacetic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB01538",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"3-Pyridylacetic acid","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB01538",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"3-Pyridylacetic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB01538",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"3-Pyridylacetic acid","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB01538",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"3-Pyridylacetic acid","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB01392",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"p-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB01392",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"p-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB01392",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"p-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB01392",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"p-Aminobenzoic acid","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB01392",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"p-Aminobenzoic acid","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB01123",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"2-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB01123",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"2-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB01123",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"2-Aminobenzoic acid","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB01123",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"2-Aminobenzoic acid","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB01123",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"2-Aminobenzoic acid","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB00925",3,49999.9999999999,"12_1",78.08062,312.3,"Multiple",NA,NA,"Trimethylamine N-oxide","C3H9NO","-","M+H_[+2]","ISgroup_12_5_9",1743711.8902439,0.0806199999999961
"HMDB00925",3,49999.9999999999,"12_1",77.07338,312.2,"Multiple",NA,NA,"Trimethylamine N-oxide","C3H9NO","-","M+H_[+1]","ISgroup_12_5_8",3376575.56829268,0.0733800000000002
"HMDB00925",3,49999.9999999999,"12_1",77.07968,312.8,"Multiple",NA,NA,"Trimethylamine N-oxide","C3H9NO","-","M+H_[+1]","ISgroup_12_5_8",33970408.3804878,0.0796799999999962
"HMDB00925",3,49999.9999999999,"12_1",76.07633,313,"Multiple",76.07569,8.41,"Trimethylamine N-oxide","C3H9NO","75.068413915","M+H","ISgroup_12_5_8",1012543957.1,0.076
"HMDB00925",3,49999.9999999999,"12_1",151.14419,312.8,"Multiple",151.1441,0.6,"Trimethylamine N-oxide","C3H9NO","75.068413915","2M+H","ISgroup_12_5_15",159812030.7,0.144
"HMDB00875",3,27000,"12_1",139.05838,379.6,"Multiple",NA,NA,"Trigonelline","C7H7NO2","-","M+H_[+1]","ISgroup_12_9_6",17539383.4268293,0.0583799999999997
"HMDB00875",3,27000,"1_1",139.05923,230.9,"Multiple",NA,NA,"Trigonelline","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",22254338.6341463,0.0592300000000137
"HMDB00875",3,27000,"1_1",139.05293,230.9,"Multiple",NA,NA,"Trigonelline","C7H7NO2","-","M+H_[+1]","ISgroup_1_3_6",5802299.18048781,0.0529300000000035
"HMDB00875",3,27000,"12_1",138.05503,379.6,"Multiple",138.05495,0.58,"Trigonelline","C7H7NO2","137.047678473","M+H","ISgroup_12_9_6",243089071.2,0.055
"HMDB00875",3,27000,"1_1",138.05587,230.9,"Multiple",138.05495,6.66,"Trigonelline","C7H7NO2","137.047678473","M+H","ISgroup_1_3_6",450330980.4,0.056
"HMDB00687",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"L-Leucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB00641",3,25714.2857142857,"16_1",148.07983,599.6,"Multiple",NA,NA,"L-Glutamine","C5H10N2O3","-","M+H_[+1]","ISgroup_16_12_8",3833957.0804878,0.079829999999987
"HMDB00641",3,25714.2857142857,"16_1",147.07646,599.1,"Multiple",147.07642,0.27,"L-Glutamine","C5H10N2O3","146.069142196","M+H","ISgroup_16_12_8",75809094.2,0.076
"HMDB00557",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"L-Alloisoleucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB00542",3,27000,"4_1",153.06008,403.3,"Multiple",NA,NA,"8-Hydroxyadenine","C5H5N5O","-","M+H_[+1]","ISgroup_4_5_7",14279827.0170732,0.0600799999999992
"HMDB00542",3,27000,"4_1",152.05673,403.3,"Multiple",152.05669,0.26,"8-Hydroxyadenine","C5H5N5O","151.049409807","M+H","ISgroup_4_5_6",272928839,0.057
"HMDB00403",3,27000,"4_1",153.06008,403.3,"Multiple",NA,NA,"2-Hydroxyadenine","C5H5N5O","-","M+H_[+1]","ISgroup_4_5_7",14279827.0170732,0.0600799999999992
"HMDB00403",3,27000,"4_1",152.05673,403.3,"Multiple",152.05669,0.26,"2-Hydroxyadenine","C5H5N5O","151.049409807","M+H","ISgroup_4_5_6",272928839,0.057
"HMDB00172",3,25714.2857142857,"8_1",132.10201,476.4,"Multiple",132.1019,0.83,"L-Isoleucine","C6H13NO2","131.094628665","M+H","ISgroup_8_26_11",534401891,0.102
"HMDB00132",3,27000,"4_1",153.06008,403.3,"Multiple",NA,NA,"Guanine","C5H5N5O","-","M+H_[+1]","ISgroup_4_5_7",14279827.0170732,0.0600799999999992
"HMDB00132",3,27000,"4_1",152.05673,403.3,"Multiple",152.05669,0.26,"Guanine","C5H5N5O","151.049409807","M+H","ISgroup_4_5_6",272928839,0.057
"HMDB00079",3,26470.5882352941,"4_1",130.06939,499.8,"Multiple",NA,NA,"Dihydrothymine","C5H8N2O2","-","M+H_[+1]","ISgroup_4_13_7",2488997.50243902,0.0693899999999985
"HMDB00079",3,26470.5882352941,"4_1",129.06603,500,"Multiple",129.06585,1.39,"Dihydrothymine","C5H8N2O2","128.05857751","M+H","ISgroup_4_13_7",53216568.1,0.066
"HMDB00062",3,26732.6732673268,"7_1",163.11583,403.3,"Unique",NA,NA,"L-Carnitine","C7H15NO3","-","M+H_[+1]","ISgroup_7_11_12",10571668.2,0.115829999999988
"HMDB00062",3,26732.6732673268,"7_1",162.11253,403.4,"Unique",162.11247,0.37,"L-Carnitine","C7H15NO3","161.105193351","M+H","ISgroup_7_11_12",148634947.5,0.113
"HMDB00034",3,25714.2857142857,"17_1",137.06522,230.3,"Multiple",NA,NA,"Adenine","C5H5N5","-","M+H_[+1]","ISgroup_17_1_7",14420037.397561,0.0652200000000107
"HMDB00034",3,25714.2857142857,"17_1",136.06188,230.8,"Multiple",136.06177,0.81,"Adenine","C5H5N5","135.054495185","M+H","ISgroup_17_1_7",266677820.7,0.062
