5	10.17	84.04503	Unknown	[M+H]+	adduct linked to 45_[M+NH4]+	0.78	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.54	190715_Smp_FK180310S62C1-25m_A	84.04503:2368059 85.04838:278247 86.05174:90251		84.04503	84.045	84.04496	84.04501	84.04505	84.04501	84.04502	84.045	84.04502	84.04499	84.04503	84.04498	84.04503	84.04503	84.04496	84.04503	84.04503	84.04501	84.045	84.04508	84.045	84.04494	84.04499	84.04498	84.04504	84.04503	84.04501	84.04494	84.04494	84.045	84.04501	84.04499	84.04499	84.04497	84.04497	84.04504	84.04503	84.04503	84.04498	84.04503	84.04499	84.04503	84.04496	84.04503	84.04503	84.04503	84.04492	84.04497	84.04497	84.04499
6	6.953	85.02898	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.13	190715_Std_4uMStdsMix2InH2O_1	85.02898:1033400 86.03233:51047 87.03569:1330204		85.02898	85.02894	85.02902	85.02903	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02906	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02905	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02898	85.02896	85.02892	85.0289	85.02898	85.02898	85.02903	85.02897	85.02891	85.02898	85.02898
7	10.244	85.02904	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.6	190715_Std_4uMStdsMix2InH2O_2	85.02904:281164 86.03239:0 87.03575:644567		85.02904	85.029	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02906	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02904	85.02892	85.02904	85.02897	85.02901	85.02905	85.02904	85.02904	85.02904	85.02904	85.02901	85.02902	85.02904	85.02904	85.02904	85.02896	85.029	85.02905	85.02904	85.02905	85.02908	85.02901	85.02899	85.02904	85.02904	85.02904	85.02904	85.02896	85.02898	85.02895	85.02895
8	8.768	85.07663	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.92	190715_Poo_TruePooFK180310_Fullpos60	85.07663:426520 86.07998:211599 87.08334:1003486		85.07663	85.07663	85.07663	85.07663	85.07663	85.07665	85.07664	85.07667	85.07663	85.07663	85.07663	85.07661	85.07664	85.07668	85.07663	85.07663	85.07667	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663	85.07668	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663	85.07662	85.07658	85.07655	85.07668	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663	85.07662	85.07663	85.07663	85.07663	85.07663	85.07663	85.07663
9	9.2	86.06058	Unknown	[M+H]+		0.3	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.02	190715_Std_4uMStdsMix1InMatrix_1	86.06058:204962 87.06393:248436 88.06729:725460		86.06058	86.06058	86.06058	86.06058	86.06058	86.06058	86.06058	86.07182	86.06058	86.07194	86.06058	86.06058	86.06058	86.06058	86.06058	86.06058	86.06058	86.07184	86.07188	86.07192	86.06058	86.06058	86.07182	86.0719	86.06058	86.07189	86.07185	86.06058	86.07183	86.07188	86.06058	86.06058	86.06058	86.06058	86.07177	86.07188	86.06058	86.06058	86.06058	86.06058	86.06058	86.06058	86.06058	86.06059	86.06058	86.06058	86.06058	86.06058	86.06058	86.06058
10	10.395	86.06058	Unknown	[M+H]+	similar chromatogram in higher mz_517; similar chromatogram in higher mz_644	0.6	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.09	190715_Std_4uMStdsMix1InMatrix_1	86.06058:2355086 87.06393:2611594 88.06729:449014		86.06058	86.06062	86.06062	86.06065	86.06058	86.06058	86.06058	86.06065	86.06058	86.06071	86.06058	86.06058	86.06062	86.06058	86.06063	86.06058	86.0607	86.06065	86.06064	86.0607	86.06063	86.06059	86.06059	86.06063	86.06066	86.06068	86.06058	86.06063	86.06058	86.06062	86.06064	86.06058	86.06064	86.06058	86.06057	86.06058	86.06063	86.06058	86.06058	86.06069	86.0606	86.06061	86.06058	86.06061	86.06058	86.06058	86.06058	86.06058	86.0606	86.06058
11	5.95	86.09697	Unknown	[M+H]+		0.42	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	38.29	190715_Std_4uMStdsMix1InH2O_1	86.09697:1947711 87.10032:171829 88.10368:483797		86.09697	86.09703	86.09705	86.09705	86.09697	86.09697	86.09697	86.09702	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09703	86.09697	86.09702	86.09697	86.09705	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09697	86.09707	86.09697	86.09697	86.09698	86.09697	86.09706	86.09706	86.09697	86.09697	86.09701	86.09697	86.097	86.09698	86.09704	86.09697	86.09697	86.09701	86.09696	86.09699	86.09698
12	10.196	87.04456	Unknown	[M+H]+	adduct linked to 57_[M+NH4]+	0.84	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.46	190715_Std_4uMStdsMix2InMatrix_1	87.04456:2516755 88.04791:211731 89.05127:77958		87.04456	87.04462	87.04463	87.04466	87.04456	87.04456	87.04456	87.04465	87.04463	87.04469	87.04456	87.04456	87.04456	87.04468	87.0446	87.04467	87.04472	87.04463	87.04469	87.04471	87.04462	87.0446	87.04458	87.04464	87.04466	87.04465	87.04464	87.04465	87.04464	87.04461	87.04466	87.04463	87.04465	87.04455	87.04463	87.04465	87.04472	87.04456	87.04465	87.04472	87.0446	87.04461	87.04459	87.04462	87.04459	87.04466	87.04456	87.04465	87.04459	87.04462
13	8.774	87.04462	Unknown	[M+H]+		0.52	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.38	190715_Std_4uMStdsMix2InH2O_2	87.04462:2587831 88.04797:175611 89.05133:64810		87.04462	87.04462	87.04466	87.04469	87.04462	87.04462	87.04462	87.04463	87.04467	87.04469	87.04462	87.04462	87.04462	87.04462	87.04456	87.04462	87.04465	87.04464	87.04463	87.04462	87.04462	87.04462	87.0446	87.04464	87.04467	87.04462	87.04462	87.04462	87.04462	87.04462	87.04462	87.04462	87.04462	87.04462	87.04458	87.04465	87.04466	87.04462	87.04465	87.04462	87.0446	87.0446	87.04459	87.04458	87.0446	87.04462	87.04457	87.0446	87.0446	87.04462
14	9.657	87.09222	Unknown	[M+H]+	adduct linked to 60_[M+NH4]+; similar chromatogram in higher mz_21	0.48	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.27	190715_Poo_TruePooFK180310_DDApos35	87.09231:730383 88.09566:484177 89.09902:162950	53.77398:6344 63.80196:7555 70.06586:81853 70.18724:6816 76.40508:7060 87.04468:12706 87.05581:10482 87.0923:174322	87.09222	87.09222	87.09222	87.09229	87.09231	87.09231	87.0923	87.09227	87.09222	87.09222	87.09227	87.09225	87.09222	87.09226	87.09222	87.09222	87.0923	87.09225	87.09222	87.09222	87.09222	87.09221	87.09222	87.09228	87.09229	87.09222	87.09227	87.09222	87.09221	87.09222	87.09225	87.09222	87.09225	87.09222	87.09222	87.09231	87.09228	87.09222	87.09222	87.09222	87.09222	87.09224	87.0922	87.09222	87.09222	87.09225	87.09222	87.09222	87.09222	87.09225
15	6.221	87.09229	Unknown	[M+H]+		0.6	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.43	190715_Poo_TruePooFK180310_DDApos50	87.09229:1427051 88.09564:999647 89.099:287542	53.03942:13820 58.45969:9224 62.24676:7798 68.2049:7288 70.06587:381839 72.81567:7601 76.2991:6801 78.68069:7901 87.05592:13166 87.08938:15812	87.09397	87.09229	87.09229	87.09229	87.09229	87.09229	87.09229	87.09404	87.09229	87.0923	87.09224	87.09222	87.09228	87.09229	87.09229	87.09229	87.09232	87.09406	87.09229	87.09238	87.09228	87.09397	87.09224	87.0923	87.09403	87.09229	87.09225	87.09229	87.09219	87.09229	87.09226	87.09405	87.09229	87.09399	87.09221	87.09408	87.09401	87.09229	87.09229	87.09229	87.09229	87.09229	87.09399	87.09229	87.09229	87.09229	87.09399	87.09229	87.09229	87.09399
16	3.721	87.09231	Unknown	[M+H]+		0.38	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.34	190715_Poo_TruePooFK180310_DDApos20	87.09229:1971482 88.09564:1394885 89.099:561941	50.3814:6835 51.75209:7509 53.03938:29818 54.36582:6015 58.06609:7872 64.00079:7114 70.06586:603730 79.07961:6781 81.02068:8211 87.04436:9933 87.05592:16129 87.09229:252896	87.09231	87.09231	87.09231	87.09226	87.09229	87.09231	87.09228	87.09229	87.09231	87.09231	87.09231	87.09223	87.09231	87.09229	87.09231	87.09231	87.09409	87.09225	87.09227	87.09233	87.09231	87.09231	87.09222	87.09231	87.09231	87.09231	87.09225	87.09231	87.09222	87.09231	87.09231	87.09406	87.09231	87.09402	87.09231	87.09231	87.09231	87.09231	87.09231	87.09231	87.09231	87.09231	87.09231	87.09222	87.09231	87.09231	87.09231	87.09231	87.09225	87.09231
17	10.893	88.03981	Unknown	[M+H]+		0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.14	190715_Std_4uMStdsMix2InMatrix_1	88.03981:245212 89.04316:0 90.04652:196689		88.03981	88.03981	88.0399	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03981	88.03994	88.03981	88.03987	88.03981	88.0399	88.0399	88.03981	88.03981	88.03981	88.03981	88.03981	88.03983	88.03981	88.03981	88.03981	88.0399	88.03992	88.03983	88.03981	88.03981	88.03981	88.03981	88.03981	88.03993	88.03981	88.03981	88.03983	88.03982	88.03983	88.0479	88.03981	88.03985	88.03985	88.03981
18	3.92	88.07629	Unknown	[M+H]+		0.52	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.37	190715_Smp_FK180310S77C1-25m_B	88.07629:730940 89.07964:157554 90.083:61553		88.07629	88.07626	88.07629	88.07629	88.07629	88.07629	88.07629	88.07629	88.07629	88.07632	88.07629	88.07629	88.0763	88.07628	88.07629	88.07629	88.0763	88.07629	88.07628	88.07635	88.07628	88.07625	88.07623	88.07623	88.07628	88.07627	88.07627	88.07623	88.07629	88.07629	88.07624	88.07626	88.07626	88.07622	88.07629	88.07629	88.07629	88.07628	88.07629	88.07629	88.07629	88.07629	88.07629	88.07619	88.07629	88.07629	88.07623	88.07617	88.07629	88.07629
19	8.503	88.11263	Unknown	[M+H]+		0.72	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.57	190715_Smp_FK180310S77C1-25m_A	88.11263:293603 89.11598:22843 90.11934:57264		88.11263	88.11263	88.11263	88.11272	88.11266	88.11265	88.11263	88.11268	88.11266	88.11266	88.11266	88.11263	88.11267	88.11263	88.11267	88.11264	88.11267	88.11263	88.11266	88.11272	88.11264	88.11263	88.11258	88.11267	88.11268	88.11271	88.11266	88.1126	88.11263	88.11264	88.11266	88.11264	88.11264	88.11263	88.11259	88.1127	88.11268	88.1126	88.11263	88.11265	88.11263	88.11263	88.11263	88.11263	88.11263	88.11263	88.11263	88.11263	88.11263	88.11263
20	10.172	89.04237	Unknown	[M+H]+		0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.95	190715_Smp_FK180310S77C1-25m_B	89.04237:143641 90.04572:184128 91.04908:216083		89.04234	89.04234	89.04241	89.04237	89.04237	89.04237	89.03513	89.04243	89.04243	89.04241	89.04237	89.04237	89.04237	89.04243	89.04239	89.04237	89.0424	89.0423	89.04236	89.04239	89.04234	89.0351	89.04233	89.04233	89.04243	89.04238	89.04242	89.0424	89.03507	89.04237	89.04236	89.0424	89.04237	89.04237	89.04235	89.04235	89.04243	89.04237	89.04237	89.04244	89.04237	89.04237	89.04232	89.04237	89.04237	89.04237	89.04237	89.04237	89.04237	89.04237
21	9.386	89.07153	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.4	190715_Smp_FK180310S62C1-25m_A	89.07153:155559 90.07488:197611 91.07824:257088		89.07153	89.07153	89.07153	89.07158	89.07153	89.07153	89.07153	89.07151	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.0715	89.07153	89.07153	89.07153	89.07143	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.0715	89.07153	89.07153	89.07153	89.07153	89.07156	89.07153	89.07153	89.07153	89.07153	89.07146	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153	89.07153
22	9.635	90.05547	Unknown	[M+H]+	similar chromatogram in higher mz_769	0.88	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	70.72	190715_Std_4uMStdsMix2InH2O_1	90.05547:6509598 91.05882:427206 92.06218:809158		90.05547	90.05547	90.05554	90.05556	90.05547	90.05555	90.05557	90.0555	90.05553	90.05556	90.05547	90.05549	90.05553	90.05554	90.05553	90.05552	90.05556	90.05553	90.05552	90.05558	90.05553	90.05547	90.05547	90.05556	90.05558	90.05556	90.05559	90.0555	90.05544	90.0555	90.0555	90.05553	90.05549	90.05548	90.0555	90.05556	90.05553	90.05547	90.05554	90.05557	90.05547	90.05547	90.05545	90.05552	90.05547	90.05549	90.05543	90.05548	90.05547	90.0555
23	10.283	90.0555	w/o MS2:Ingalls_beta-Alanine	[M+H]+	similar chromatogram in higher mz_159	0.94	False	11.317	90.0555					530	True	True	False		False	False	null	null	100	100	null	null	null	80.13	190715_Std_4uMStdsMix1InMatrix_2	90.0555:2910774 91.05885:194653 92.06221:633388		90.05547	90.05553	90.05553	90.05559	90.0555	90.0555	90.05553	90.05553	90.05553	90.05555	90.0555	90.0555	90.05555	90.05553	90.05553	90.05553	90.05556	90.05549	90.05551	90.0556	90.05551	90.05548	90.05548	90.05551	90.05555	90.05556	90.05554	90.0555	90.05547	90.0555	90.05554	90.05552	90.05554	90.05547	90.05548	90.05551	90.05552	90.05554	90.05551	90.0556	90.05547	90.05547	90.05551	90.0555	90.05553	90.0555	90.05546	90.05551	90.0555	90.0555
24	5.446	90.09187	Unknown	[M+H]+		0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1262.55	190715_Poo_TruePooFK180310_DDApos20	90.09196:1822120 91.09531:83917 92.09867:0	53.29332:7187 55.21149:7832 56.05023:11543 60.00669:7645 62.84724:6844 67.32285:9485 68.97594:7759 70.06585:50633 70.25182:6443 72.0815:958024 72.49438:7098 73.06541:6987 76.47948:8016 82.23746:6988 89.72763:7342 90.09193:637615	90.09182	90.0918	90.0919	90.09187	90.09196	90.09193	90.0919	90.09193	90.09187	90.09196	90.09189	90.09188	90.0919	90.09195	90.09192	90.09193	90.0919	90.09189	90.09189	90.09196	90.0919	90.09187	90.09186	90.09193	90.09192	90.09194	90.0919	90.0919	90.09186	90.09188	90.0919	90.09188	90.09189	90.09187	90.09185	90.09193	90.0919	90.0919	90.09184	90.0919	90.09187	90.09187	90.09179	90.09184	90.09187	90.09187	90.0918	90.09181	90.09184	90.09183
25	3.119	93.04525	Unknown	[M+H]+		0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.35	190715_Smp_FK180310S77C1-25m_C	93.04525:293122 94.0486:1225031 95.05196:450915		93.04522	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525	93.04528	93.04523	93.04536	93.04525	93.04525	93.04525	93.04525	93.04525	93.0453	93.04525	93.04525	93.04525	93.04529	93.04525	93.04521	93.0452	93.04527	93.04525	93.04525	93.04527	93.04523	93.04523	93.04529	93.04525	93.04526	93.04525	93.04525	93.04521	93.04525	93.04525	93.04525	93.04522	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525	93.04525
26	9.778	93.07434	w/o MS2:"Ingalls_DL-Alanine, D3"	[M+H]+		0.92	False	11.31	93.07431					530	True	True	False		False	False	null	null	100	100	null	null	null	52.33	190715_Poo_QC-KM1906_E	93.07434:1608236 94.07769:82682 95.08105:546460		93.07428	93.07427	93.07434	93.07435	93.07435	93.07436	93.07436	93.07431	93.07433	93.07436	93.0743	93.07432	93.07433	93.07433	93.07433	93.07433	93.07434	93.0743	93.07433	93.0744	93.07433	93.07426	93.07425	93.07435	93.07438	93.07439	93.07438	93.0743	93.07426	93.07431	93.07432	93.07434	93.0743	93.07427	93.07429	93.07435	93.07435	93.07428	93.07434	93.07438	93.07434	93.07434	93.07426	93.0743	93.07434	93.07434	93.07425	93.0743	93.0743	93.07429
27	6.242	93.13783	Unknown	[M+H]+		0.68	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	338.34	190715_Smp_FK180310S62C1-DCM_B	93.13783:89485 94.14118:0 95.14454:0		93.13774	93.13783	93.13783	93.13779	93.13783	93.13783	93.13783	93.13786	93.13779	93.13783	93.13783	93.13783	93.13783	93.13776	93.13783	93.13783	93.13777	93.13785	93.13777	93.13786	93.13783	93.13781	93.13774	93.13782	93.13792	93.13783	93.13774	93.13775	93.13779	93.13783	93.1378	93.13779	93.13775	93.13774	93.13776	93.13777	93.13782	93.13783	93.13784	93.13779	93.13783	93.13783	93.13772	93.13779	93.13783	93.13783	93.13783	93.13783	93.13773	93.13771
28	13.279	94.04548	Unknown	[M+H]+		0.86	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.98	190715_Std_4uMStdsMix2InMatrix_2	94.04548:6320752 95.04883:1013756 96.05219:45590		94.04552	94.04558	94.04557	94.04559	94.04562	94.04561	94.04561	94.04548	94.04561	94.04561	94.04548	94.04556	94.04557	94.04559	94.04554	94.0456	94.04559	94.04555	94.04558	94.04564	94.04555	94.04552	94.0455	94.04554	94.04558	94.04559	94.04561	94.04554	94.04555	94.04556	94.04559	94.0456	94.0456	94.04549	94.04553	94.04556	94.04562	94.04557	94.04556	94.04559	94.04548	94.04548	94.04555	94.04548	94.04548	94.04548	94.04551	94.04548	94.04551	94.04556
29	9.255	94.04556	Unknown	[M+CH3OH+H]2+	adduct linked to 444_[M+K]+	0.48	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.62	190715_Smp_FK180310S77C1-25m_B	94.04556:4905128 95.04891:904273 96.05227:13942		94.04556	94.04556	94.04559	94.04556	94.04556	94.04557	94.04556	94.04556	94.04562	94.04561	94.04556	94.04556	94.04559	94.04556	94.04556	94.04556	94.04556	94.04556	94.04556	94.04565	94.0456	94.04556	94.04555	94.04559	94.04562	94.04556	94.04557	94.04556	94.04553	94.04556	94.04557	94.04556	94.04559	94.04556	94.04552	94.04559	94.0456	94.04556	94.04558	94.04557	94.04556	94.04556	94.04556	94.04556	94.04557	94.04556	94.04556	94.04556	94.04556	94.04556
30	4.439	94.06555	Unknown	[M+H]+		0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.65	190715_Std_4uMStdsMix1InMatrix_2	94.06555:1515073 95.0689:902046 96.07226:129975		94.06555	94.06568	94.06555	94.06569	94.06555	94.06555	94.06555	94.06564	94.06565	94.06567	94.06555	94.06562	94.06566	94.06567	94.06563	94.06568	94.06566	94.06561	94.06564	94.06555	94.06565	94.06559	94.06556	94.06565	94.06567	94.06555	94.06567	94.06563	94.06557	94.06555	94.06555	94.06555	94.06555	94.06564	94.06555	94.06567	94.06567	94.06555	94.06561	94.06567	94.06555	94.06555	94.06556	94.06555	94.06555	94.06555	94.06564	94.06557	94.0656	94.06563
