5	10.17	84.04503	Unknown	[M+H]+	adduct linked to 45_[M+NH4]+	0.78	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.54	190715_Smp_FK180310S62C1-25m_A	84.04503:2368059 85.04838:278247 86.05174:90251		0.8	17.2	77.7	82.3	16.4	35.9	15.4	29.7	26.1	27	1.1	39.6	26.5	1.2	15.7	14.5	60.6	76.3	94.1	8.5	33.6	14	36.7	53.9	32.9	4.5	11.5	19.5	43.6	30.7	43.7	17.7	16.7	10.8	31.9	61.3	38.1	0	12.2	11.7	21.6	0.6	38	1.6	0.3	0.4	5.9	8.4	25.7	12.2
6	6.953	85.02898	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.13	190715_Std_4uMStdsMix2InH2O_1	85.02898:1033400 86.03233:51047 87.03569:1330204		0.3	9	3.2	6.9	0.3	0.8	0.4	0.9	2	0.8	1	0.8	0.6	0.2	0.4	1.5	8	2.2	1.3	0.4	0.2	0.8	2.5	1.7	1.9	0.4	0.9	0.9	1.1	0.3	1.1	0.3	0.4	0.8	1.2	0.7	1.9	0.3	0.5	0.5	24.9	28.5	21	21.4	69	1.9	32.1	7.8	0.7	0.6
7	10.244	85.02904	Unknown	[M+H]+		0.4	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.6	190715_Std_4uMStdsMix2InH2O_2	85.02904:281164 86.03239:0 87.03575:644567		1.5	16.5	0.5	1.1	0.6	0.3	0.9	3.3	0.9	6	0.6	0.6	0.6	0.7	0.2	0.5	1.4	1.8	1.4	0.6	6.7	0.3	7.3	9.6	8.7	0.8	0.9	0.2	2.5	11	10	0.5	0.8	1.7	8	17.2	15.7	0.8	6.9	7.7	9.6	4.9	1.7	1.9	1.8	11.1	5.4	3	15.7	11
8	8.768	85.07663	Unknown	[M+H]+		0.28	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.92	190715_Poo_TruePooFK180310_Fullpos60	85.07663:426520 86.07998:211599 87.08334:1003486		0.5	0.6	1.2	0.2	1.8	4.6	9.9	5.3	0.5	0.8	5.8	10.4	5.7	12.2	1.3	1.4	4	1.7	1	0.4	0.6	0.2	1.1	8.8	0.3	0.4	1	0.8	0.8	1.5	0.8	0.5	5.2	4.4	5.4	8.2	1	1.2	0.4	1	1	8.3	4.5	6.8	2.7	0.9	3.4	1.6	1.4	0.7
9	9.2	86.06058	Unknown	[M+H]+		0.3	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.02	190715_Std_4uMStdsMix1InMatrix_1	86.06058:204962 87.06393:248436 88.06729:725460		1.1	1.5	0.8	0.3	0.8	0.6	2.6	13.1	0.5	7.6	1.2	0.9	0.5	1	0.3	0.7	0.8	7.7	8.4	10.6	1.6	1.1	8.7	8.7	1.1	13.2	8.6	0.6	10.6	11.1	1.7	1	0.8	1.1	5.5	15.3	0.7	7.6	1.5	1.2	1.8	1.8	3.8	2.5	1	0.9	1.7	0.4	0.3	0.8
10	10.395	86.06058	Unknown	[M+H]+	similar chromatogram in higher mz_517; similar chromatogram in higher mz_644	0.6	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.09	190715_Std_4uMStdsMix1InMatrix_1	86.06058:2355086 87.06393:2611594 88.06729:449014		0.9	7.2	11.1	10.3	0.9	5.5	1.9	6.4	6.9	6.6	2.1	1.8	3.9	1	2.8	1.1	8.4	6.2	10.9	6.6	18.1	10.5	12.1	8.3	17	6.3	2.4	7.6	1.7	16.4	20.6	11.4	7.1	1.5	4.7	6	5.7	1.7	6.3	5.8	153.9	131.6	165.8	128.4	1.3	1.7	5.7	1.2	6.8	2
11	5.95	86.09697	Unknown	[M+H]+		0.42	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	38.29	190715_Std_4uMStdsMix1InH2O_1	86.09697:1947711 87.10032:171829 88.10368:483797		3	30.3	38.4	30.5	1.8	0.7	1.1	11.6	1.1	0.1	2.9	1	0.5	0.3	0.5	1.5	12.5	7	9.8	4	17.5	6.2	1.9	0.7	8.4	0.8	1.9	6	2	0.9	11.3	1.3	0.1	5.5	0.7	21.4	24.1	0.3	0.5	7.9	139	121.1	138.3	112.9	0.9	0.4	14.5	14.2	22.3	18.1
12	10.196	87.04456	Unknown	[M+H]+	adduct linked to 57_[M+NH4]+	0.84	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.46	190715_Std_4uMStdsMix2InMatrix_1	87.04456:2516755 88.04791:211731 89.05127:77958		2.1	10.4	24.5	25	2.1	0.1	3.3	31.7	18.8	22.2	0.8	3.9	3.5	11.9	11.1	15	28.2	20.7	42.6	28.7	5.1	28.9	24.6	32.6	3.4	13.7	15.4	20.7	11.5	42.5	41	3.5	21.5	14.4	18.4	13.7	15.2	3.8	16.8	21.9	147.8	127	122.3	7.1	53.2	124.5	52.9	53.7	10	8.8
13	8.774	87.04462	Unknown	[M+H]+		0.52	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.38	190715_Std_4uMStdsMix2InH2O_2	87.04462:2587831 88.04797:175611 89.05133:64810		1	0.4	53.8	68.9	3.2	4.9	3	17.8	16.8	23.4	1	2	1.1	0.9	8.8	8.5	13.6	29.1	31.8	0.5	3.6	2.6	39.4	36.5	37.8	0.1	1.7	1.8	1.8	1.9	3.1	0.8	0.1	3.1	12.2	27.4	21.6	0.6	11.8	1.6	25.7	87.5	15.9	15.1	25	165.9	15.3	9.3	23.1	0.3
14	9.657	87.09222	Unknown	[M+H]+	adduct linked to 60_[M+NH4]+; similar chromatogram in higher mz_21	0.48	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.27	190715_Poo_TruePooFK180310_DDApos35	87.09231:730383 88.09566:484177 89.09902:162950	53.77398:6344 63.80196:7555 70.06586:81853 70.18724:6816 76.40508:7060 87.04468:12706 87.05581:10482 87.0923:174322	1.3	0.9	0.1	3.8	4.3	14.1	4.8	20.8	5.7	2.3	8.1	8.1	0.1	5.5	1.4	1.5	9.8	4.4	1.6	1.5	0.4	9.4	0.6	3.9	9.7	1.8	19.4	10.5	3.3	7.7	11.2	1.1	3.4	1.2	1	2.1	18	7.8	2.2	5.3	0.4	2.2	6.9	0.4	0.1	49.5	0.1	0.2	0.7	13.2
15	6.221	87.09229	Unknown	[M+H]+		0.6	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.43	190715_Poo_TruePooFK180310_DDApos50	87.09229:1427051 88.09564:999647 89.099:287542	53.03942:13820 58.45969:9224 62.24676:7798 68.2049:7288 70.06587:381839 72.81567:7601 76.2991:6801 78.68069:7901 87.05592:13166 87.08938:15812	12.1	0.6	0.2	0.5	46.4	0.8	22.7	7.6	0.2	3.6	10.6	5.5	3.2	3.9	0.5	4.4	16.9	3.3	0.3	3.9	7	3.9	4.8	13.2	2.3	0.4	3.8	0.7	6.2	0.7	6	4.1	0.1	6	2.5	2	9.4	0.6	0.5	0.9	0.3	0.4	10.1	14.2	0.4	0.7	7.2	0.6	0.7	6
16	3.721	87.09231	Unknown	[M+H]+		0.38	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.34	190715_Poo_TruePooFK180310_DDApos20	87.09229:1971482 88.09564:1394885 89.099:561941	50.3814:6835 51.75209:7509 53.03938:29818 54.36582:6015 58.06609:7872 64.00079:7114 70.06586:603730 79.07961:6781 81.02068:8211 87.04436:9933 87.05592:16129 87.09229:252896	0.2	0.1	0.1	9.9	28.7	4.6	7.2	3.2	0.5	0.6	0.4	6.4	66.6	7.8	0.6	0.3	7	22.2	7.8	11.8	0.4	0.3	3	0.3	0.1	0.3	19.1	0.3	3.8	1.1	0.4	4.9	1.2	5.6	0.2	2	0.1	0.3	0.2	0.5	1	0.1	1.6	10.6	0.2	0.1	0	0	4.1	0.3
17	10.893	88.03981	Unknown	[M+H]+		0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.14	190715_Std_4uMStdsMix2InMatrix_1	88.03981:245212 89.04316:0 90.04652:196689		1.7	1.5	7.5	0.8	1.2	1.3	0.4	4.5	0.6	1.1	2.3	0.4	0.7	1.6	1.6	1.2	12	0.9	9.1	1	6.1	6	0.9	8.2	0.5	1.2	1.3	7.9	1.7	0.8	0.3	8.8	7.8	5.7	1	4.5	1.6	1.6	0.5	8.3	11.8	12.4	8.5	7.6	13.8	10.8	24.4	6	6.1	2.6
18	3.92	88.07629	Unknown	[M+H]+		0.52	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.37	190715_Smp_FK180310S77C1-25m_B	88.07629:730940 89.07964:157554 90.083:61553		6.8	8.6	5	0.7	0.7	7	0.6	5.8	3.8	4.6	0.7	1.6	3.6	2.8	1.2	0.5	4.8	4.9	5.6	6.2	6	5.2	9.1	3.3	5.8	4.2	5.7	4.5	8.1	3.9	7.3	13.4	9.6	4.8	5.8	4.2	5.2	2.9	5.5	2.9	2.5	2.3	4	6.8	1.3	2.6	8	16	5	6.7
19	8.503	88.11263	Unknown	[M+H]+		0.72	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.57	190715_Smp_FK180310S77C1-25m_A	88.11263:293603 89.11598:22843 90.11934:57264		0.5	2.3	12.3	21.4	4.6	21.4	12.9	26.3	17.7	25.2	4.7	21.7	26.8	0.6	15.3	24.5	17.6	22	23.9	17.5	27.6	19.4	26.4	22.6	18.7	15.2	31.3	21.2	20.6	19.7	20.4	22.5	26.5	25.6	24.1	24.9	17.5	20	19.5	14	3	1.5	1.6	2.4	0.5	0.7	4.5	2.1	4.3	2.9
20	10.172	89.04237	Unknown	[M+H]+		0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.95	190715_Smp_FK180310S77C1-25m_B	89.04237:143641 90.04572:184128 91.04908:216083		11.4	6.6	6.7	7.7	2.7	3.6	23.5	7.4	5.7	5.6	0.9	1.8	1.4	13.2	5.1	1.1	13.3	9	7.6	4.2	5.8	8.7	14.4	4.1	10.9	12.8	8.9	10.2	6.9	13.1	8.8	4.4	6.7	4.1	5.8	5.2	11.7	9.3	2.3	10.3	0.5	2.4	9	2.4	1.1	2.9	1.6	3.3	0.5	2.7
21	9.386	89.07153	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.4	190715_Smp_FK180310S62C1-25m_A	89.07153:155559 90.07488:197611 91.07824:257088		0.6	1.6	3.1	2.6	0.8	1	0.4	5.1	1.4	0.6	0.6	0.4	6.3	3.9	2.2	1.4	10	2.1	0.1	1.4	1.2	5.2	1.1	0.7	0.3	0.7	6.6	0.7	1.4	0.6	5.6	0.1	1.7	0.5	0.2	3.8	0.8	1.1	2.1	0.7	6.7	1.8	2.1	0.7	1.3	2	0.8	1.2	1.3	0.6
22	9.635	90.05547	Unknown	[M+H]+	similar chromatogram in higher mz_769	0.88	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	70.72	190715_Std_4uMStdsMix2InH2O_1	90.05547:6509598 91.05882:427206 92.06218:809158		1.6	16.8	156.1	128.2	3.7	16	13.2	44.1	27.7	16.2	4.1	18.9	15.6	11.5	32.1	26.4	32.8	26.5	155.5	21.8	62.4	39.3	22.1	32.8	50.2	15.3	16.7	23.2	17.1	19.2	40.8	40.6	36.6	20.6	17.3	48.4	41.4	11.2	20.5	33.5	0.2	1.1	14.8	7.9	680.9	545.6	265.7	224.3	13.9	12.1
23	10.283	90.0555	w/o MS2:Ingalls_beta-Alanine	[M+H]+	similar chromatogram in higher mz_159	0.94	False	11.317	90.0555					530	True	True	False		False	False	null	null	100	100	null	null	null	80.13	190715_Std_4uMStdsMix1InMatrix_2	90.0555:2910774 91.05885:194653 92.06221:633388		15.3	30.5	43.3	39.7	6.9	6	30.2	64.9	40.7	35.3	5.2	32.6	47.1	51.1	33	33.4	64.3	36.8	74.7	17.6	111.7	34.9	68.3	74.8	33.6	22	67.3	114.4	20.8	92.9	17.9	41.3	107	20.3	30	43.3	171.8	13.3	53.8	49.6	266.7	224.7	17.9	239.8	262.8	242.6	249.1	282.7	23.6	77
24	5.446	90.09187	Unknown	[M+H]+		0.92	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1262.55	190715_Poo_TruePooFK180310_DDApos20	90.09196:1822120 91.09531:83917 92.09867:0	53.29332:7187 55.21149:7832 56.05023:11543 60.00669:7645 62.84724:6844 67.32285:9485 68.97594:7759 70.06585:50633 70.25182:6443 72.0815:958024 72.49438:7098 73.06541:6987 76.47948:8016 82.23746:6988 89.72763:7342 90.09193:637615	28.9	8434.9	8910	10440.8	187.9	235.2	18.4	120.8	135.4	134.9	258.1	276.8	268.4	88.6	81.5	89.6	42.6	1097	449.7	58.5	55.2	376.7	53.8	132.9	241.1	97.3	109	94.2	49.3	51.3	308.4	98	74.8	68.6	511.7	34.1	82.2	85.1	66.6	62.2	0.9	0.3	3808.9	3222.2	0.5	1.4	3683	3998	4484	4870.8
25	3.119	93.04525	Unknown	[M+H]+		0.36	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.35	190715_Smp_FK180310S77C1-25m_C	93.04525:293122 94.0486:1225031 95.05196:450915		6.4	1.9	4.9	2.2	4.1	1.3	1.3	8.6	6.6	6	1.1	1.2	4.2	1.2	5.1	5.6	2.7	0.9	4.6	12.1	3.5	8	11.4	13.1	2.2	1.9	8.2	8	15.3	10	29.3	5.4	2.4	16	11.2	2	10.3	4.5	5.2	6.2	0.5	0.7	1	0.5	2.1	2	1.8	2.2	0.3	1.8
26	9.778	93.07434	w/o MS2:"Ingalls_DL-Alanine, D3"	[M+H]+		0.92	False	11.31	93.07431					530	True	True	False		False	False	null	null	100	100	null	null	null	52.33	190715_Poo_QC-KM1906_E	93.07434:1608236 94.07769:82682 95.08105:546460		107.8	96.1	140.2	108.1	20.6	28.4	27.3	53.4	35.5	34.9	19	29	35.3	75.8	42	41.2	46.4	36.8	77.1	46.9	51.1	36.5	33.2	42.8	31.4	46.8	20.5	48.1	25.1	29.9	37.4	87.3	65.6	37.9	35.7	76.8	35.5	32.7	34.7	49.9	0.5	0.6	84.8	53.7	1.1	0.4	99.8	57.2	97.6	53.3
27	6.242	93.13783	Unknown	[M+H]+		0.68	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	338.34	190715_Smp_FK180310S62C1-DCM_B	93.13783:89485 94.14118:0 95.14454:0		54.4	1496.2	39.4	37	1.8	8.2	16.5	1534.9	24.6	34.7	5.4	2.1	7.3	28.4	3.9	6.6	26.9	27.6	44.9	1437.5	64.1	1168.3	37.3	33.8	1397.8	28.6	23.9	60.1	31.5	8.6	35.3	1290.3	37	43.3	29.7	62	1375.6	4.9	40.2	34	0	1.7	18.3	859	0	0	9.3	8.4	28	18.8
28	13.279	94.04548	Unknown	[M+H]+		0.86	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.98	190715_Std_4uMStdsMix2InMatrix_2	94.04548:6320752 95.04883:1013756 96.05219:45590		6.9	6.3	10.6	7.4	5.3	16.1	2.5	6.5	15.1	20.1	0.2	15.7	21.2	16	13.6	13.7	17.8	19.6	21.5	15.9	23.6	5.6	17.2	16.6	17.9	9	24.7	9.5	23.7	19.9	24.2	17.3	24.1	15.3	18.9	19.7	24.8	25.9	17.5	18.3	4.3	3.3	6.2	1.2	2	0.7	5.8	6.3	5.3	1.3
29	9.255	94.04556	Unknown	[M+CH3OH+H]2+	adduct linked to 444_[M+K]+	0.48	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.62	190715_Smp_FK180310S77C1-25m_B	94.04556:4905128 95.04891:904273 96.05227:13942		3	2.7	6.1	2	4.2	2.9	0.3	13.7	11.2	9.4	4.5	0.4	10.2	0.9	2	1.8	1.2	9.7	4.5	13.4	35	2.1	9	23.1	10.1	3.4	12.6	2.1	18.5	20.6	14.8	3	18.8	7.9	10.1	6.8	4.6	28.1	6.2	4.1	1.3	3.8	3.7	2.7	3.8	3.5	3.2	4.1	0.9	2.8
30	4.439	94.06555	Unknown	[M+H]+		0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	24.65	190715_Std_4uMStdsMix1InMatrix_2	94.06555:1515073 95.0689:902046 96.07226:129975		1.3	11.3	6	13.6	12.1	8.3	7.6	18.1	18.2	19	5.4	27.5	21.3	8.7	6	12.7	6.6	9.3	148.3	0.7	18.2	8.6	14.4	28.1	62	1.2	7.1	9.3	9.6	67.7	14.7	17	0.5	6.5	63.4	11.8	13.3	5.6	16.3	6	126.4	236	5.5	222.9	48.5	7.3	5.7	9.8	5.1	7.8
31	13.189	94.54596	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.39	190715_Smp_FK180310S62C1-25m_A	94.54596:964498 95.54931:91403 96.55267:0		1.8	1.6	7.2	6.7	4	4.2	0.1	7.8	13	5.8	1.9	3.1	3.2	1.2	7.6	10.6	9.1	16.3	9	6.2	5.5	0.1	3.9	0.9	21.7	6.8	19	2.1	16.9	2.4	20.4	2.8	14.9	3.6	10.7	3.1	9.1	16.4	13.6	13.2	2.5	1	0.6	1.4	1.9	4.4	2.1	1.3	2.9	2.8
32	13.223	95.04435	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.63	190715_Smp_FK180310S64C1-25m_C	95.04435:994528 96.0477:65629 97.05106:664299		0.7	3.7	5.3	2	1.3	3.5	2.5	1.5	7.2	8.3	1.7	2.9	0.5	7.1	1.7	3.5	8.5	7.6	3.7	1.1	1.8	0.8	5	0.7	6.8	4.4	4.3	1.1	3.6	11	13.8	2.5	1.4	1.2	5.2	10.3	4.9	2.9	4.9	10.7	1.1	0.5	0.3	1	0.3	1.3	0.9	1.7	3.1	1.8
33	19.634	96.95775	Unknown	[M+H]+		0.42	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	29.81	190715_Blk_KM1906U14-Blk_C	96.95775:778625 97.9611:0 98.96446:0		47.4	1.7	3.9	0.4	18.9	2.2	8.2	1.8	30.7	15.6	1.2	8.6	55.9	0.2	1.5	2.9	1.5	28.3	2.6	25.9	21.8	3.6	26.9	10.1	29.9	22.3	29.7	2.3	26	35.2	39.1	1.9	1.7	2.5	17.3	1.4	40.5	51	44.8	1.4	2.7	1.3	1.5	1.1	1.1	1.9	1.2	0.6	1	3.9
34	2.59	97.04016	Unknown	[M+H]+		0.2	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.57	190715_Smp_FK180310S77C1-25m_C	97.04016:223680 98.04351:65247 99.04687:406497		6.9	8.5	11.5	9.6	1.3	2.5	5.3	9	7.3	6	1.9	14.3	7.5	2.8	2.8	0.9	6.1	6.9	6.7	5.7	9.2	9.8	8	8.8	11.2	5	5.2	9.7	11.1	11.4	16.8	9	6.9	10.7	7.1	6.3	9.7	13.1	10.1	8.4	0.6	0.5	3.7	5.6	1.7	2.7	4.3	4	3.8	4.5
35	2.72	97.0653	Unknown	[M+H]+		0.28	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.84	190715_Poo_TruePooFK180310_DDApos35	97.07656:1234259 98.07991:772972 99.08327:1136076	52.45694:6605 55.01865:19847 55.05498:8610 64.38324:7221 67.05499:13124 69.07059:81767 79.05489:95508 95.04941:9221 97.02908:8769 97.04009:18027 97.04813:7635 97.06531:701023 97.0765:195289	1.3	1.1	6.4	0.8	1.4	7.5	1.3	0.6	0.8	1.1	1.3	0.7	1.3	2.3	0.8	2	0.6	5.9	5.7	0.9	0.6	3.5	1.7	2.3	2.3	0.6	2.7	1.2	1.7	1.2	1.7	0.5	0.6	1.2	1.3	1.8	3.2	1.1	0.9	1.9	3	1.1	1.4	1	1.1	1.1	1.5	1.1	1.8	0.8
36	7.939	97.07645	Unknown	[M+H]+		0.26	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.65	190715_Std_4uMStdsMix2InMatrix_1	97.07645:5117895 98.0798:600206 99.08316:163451		0.7	0.5	4.1	5.5	1.3	0.9	1.4	2.4	1.5	7.4	1	0.4	2.8	5	3.8	1.7	7.8	4.3	4.2	7.5	5.5	6.6	4.5	6	3.8	6.9	6	4.3	2.1	6.8	1.5	7.5	7.4	5.8	2.5	11.2	4.6	2.2	7.1	2.7	0.4	0.3	1	0.9	93.4	1	111.2	0.9	0.3	4.6
